"Data Source","Data Logger"
"Comment","T3"
"Date","09/29/16"
"Time","11:07:00"
"Duration","103.000"

"Time","Distance","Brake_Front","Brake_Rear",
"sec","km","bar","bar",

0.000,0.000,0.108643,-0.114746
0.050,0.003,0.078125,-0.109863
0.100,0.005,0.073242,-0.135498
0.150,0.008,0.073242,-0.166015
0.200,0.011,0.021973,-0.119629
0.250,0.013,0.063477,-0.109863
0.300,0.016,0.098877,-0.084228
0.350,0.019,0.025025,-0.105591
